ext_id,name,reference_id,opinion
406528039445775,Jan Tore Sanner,4376,0.3352300076481838
711431662229760,"Gudrun Zollner, MdB a.D.",4126,0.47175341618654776
182470865163134,Rocío Giaccone,883,0.42463056510840913
1607118839567229,Ed Vaizey,3870,0.6516507941853765
507639912624014,Werner Widuckel,5159,0.40970635252605825
482689928481708,Steven Ciobo MP,3506,0.5822906020211508
161823267218273,"Ulrike Müller, MdEP",4599,0.2244193917499111
360001881007767,Vicki Howard,4768,0.8021153759458309
165276720205822,Eduardo Paes,725,0.017845044573228996
149819417626,Brian Sandoval,4633,0.8498862840278895
1421722488067369,David Mehan MP,3948,0.11239177490927066
186159618095984,Julio Zamora,4662,0.325797699689538
355348224482238,Guto Bebb,1240,0.6120932082692067
1657088194515068,Jarosław W. Lasecki,754,0.17777984277354952
422281474541399,Representative Lucy Torres-Gomez,339,0.17221848025854147
6266829799,Sherrod Brown,2782,0.7958646907223569
1562759163995524,Izabela Katarzyna Mrzygłocka - poseł na Sejm RP,4706,0.8784816378857024
719643928050604,Amir Lando,2769,0.3228008633690991
8727117852,Bruce Hyer,2992,0.4606670055863733
163566147024734,Jean Wyllys,2573,0.19722252465418955
235762319779450,Omar Navarro,4758,0.6721457186475612
345367542294194,Paulina Ayala,4772,0.3799450642992065
331406263723146,Niko Grünfeld,4240,0.08451126754776961
396352797074234,Marcus Jones,368,0.5660620738050277
196236967189842,Mauro Del Barba,1312,0.7999405954615222
150412465290475,Kamila Gasiuk-Pihowicz,1694,0.8490640542129637
133557895720,Fernando Chiu-hung Cheung 張超雄,3084,0.3844065302655789
687008454694990,Randolfe Rodrigues,4097,0.5489427427216886
146764322200917,"MUDr.  Rom Kostřica, prof.",3120,0.8141552078324407
948779615147993,Alupa Clarke,4071,0.6881592229857555
1687718864773417,許毓仁,4506,0.7609803525189525
1550441481892785,Emilio Basavilbaso,5337,0.6366359564601665
1431092387136668,Jan Grabiec,1232,0.8733216317077305
609641045716407,Elaine Smith MSP,5080,0.10919505889943293
459919544068013,Poseł RP Paweł Arndt,1821,0.43111395962024757
1506366006307704,Klaus Maier,1990,0.5197075499077954
205041803007679,Maritza Martínez Aristizábal,1032,0.04225417802113063
665462313475794,Lise Bech - Dansk Folkeparti,4402,0.38168376734740883
305624052903563,Ole Schröder,2149,0.27887530748324374
374368637467,Danny Alexander,826,0.560667734212298
235523829798716,Wayne Easter,1051,0.4934112668671006
689299061082133,Ruedi Noser,376,0.16516393511399607
1663082374011541,Alain Cadec,1179,0.2845808017786492
257529307701966,Jiří Pospíšil,3754,0.24078984148075944
228120027204515,José Manuel De la Sota,545,0.6320059436613723
1483159141915320,Terry Duguid,1185,0.282652597378273
30127595502,Rachel Norton,1442,0.0947488955557052
145992078937379,Rebecca Harms,3569,0.3072782586854774
302398243193267,Нафтали Беннет,3061,0.7720677277064367
214211071944227,Katja Kipping,1731,0.8842870283811789
53942489961,Abubakar Bukola Saraki,881,0.25838409413843066
709617325724631,Jess Pugh for Mount Ommaney,3883,0.08608488182548801
1847922035424580,Mary Ng,5775,0.7733336153223066
150157525180795,Nuk Korako MP,4520,0.22812903879182456
443342095798161,Emma Husar MP,3694,0.38315657086786237
140169192769764,Marc Joulaud,411,0.6861689493219059
522395934483552,Catherine West MP,4648,0.4366789607480528
415443501985190,Michel Picard,2111,0.5874646172117305
128346770665737,Hannah David,5222,0.7442633905279568
742367169159127,Tony Perrett,2933,0.12955332972421263
176729425863637,Tasso Jereissati,4030,0.8569376007287121
682706588522466,Nicola Di Iorio Ad. E.,4073,0.3502850874489388
116416958470200,"Hans Herold, MdL",1099,0.7251358375244145
1692243401039740,Emily Hamilton MLA,4435,0.15296679390444712
1524698857748303,Steven Miles MP,2569,0.4605733204269641
289104174512182,Andrew Cripps MP,5533,0.9885440332108473
554733571333690,Mauricio Palito Davico,4368,0.9224825749000887
1111353662231954,Sybrand Buma,3967,0.5394505740780564
436934329773474,SS Ahluwalia,2110,0.10450020844085373
850924711639163,Diana Gutjahr,5551,0.0437202868788118
224618077692752,Sanjay Tandon,1600,0.6831553183541431
938126169534790,Johnny For Plymouth,5231,0.6624849172260298
281765795281415,Marlene Kairouz MP,2702,0.976072858184823
543585802484989,Michael Pettersson MLA,5758,0.45556865525900214
786049671475005,Francis Drouin,2183,0.40062254654011675
556044047834048,Ibrahim Baylan,4264,0.9208619916196015
216089191899991,Νίκος Ανδρουλάκης,4596,0.29343983609736657
600440106752818,Kordula Kovac,1210,0.30491518864974476
180033232029650,Kyle Peterson,3339,0.12046019638678385
135856610910,Liew Chin Tong,475,0.2713229067607992
121714357906756,Bruno Covas,709,0.5214703617185511
181796395222848,Camau Espínola,332,0.13651195174335062
302386636554,Matthew Guy,4789,0.1830938396997034
23567195147,Annemie Turtelboom,4277,0.5470166763311405
147474322001734,Eunício Oliveira,697,0.814461104173322
462275333828652,Sara Moretto,2224,0.2641317418087368
1674379189460081,Harald Walser,1274,0.6939281280945457
58736997707,Marco Rubio,5412,0.9273696145972553
105473048278,Mo Brooks,5850,0.831919489912195
38326584416,Carol Hughes,3180,0.08967735634262397
68563629337,Fred Upton,5405,0.6415981723024049
659145584116221,Claudio Cominardi,89,0.6594521805812606
377404002387615,Anthony Dufrane,3287,0.8138970021895565
1608885519353898,Søren Gade,381,0.9532879615430623
1246141732146838,김종대 국회의원,3642,0.8124460718723859
1660223150872062,Javier Maroto,3984,0.5781049695249095
405046796227418,Vince Cable,5360,0.284672837434083
191926190961332,Antonio Imbassahy,5291,0.38788720692803047
258921134303986,Jochen Ott,79,0.4327578130323939
152324884791181,Daniel Köbler,5880,0.7184432746266584
181951548628397,Dr James Davies,1326,0.015789213985923034
208331949255383,Ulrich Schneider,1962,0.9733463863596387
234965116688270,Meenakshi Lekhi,1064,0.9239662324072149
164752600281593,Joachim B. Olsen,2306,0.01936208332072198
200887356601518,Lim Swee Say,2442,0.2691032089422095
31779288732,Linda Duncan,5468,0.2765370672977031
312998845495027,Senator Dave Koehler,2552,0.5339150111450072
161648040544835,יצחק (בוז'י) הרצוג - Isaac Herzog,494,0.6867947720420352
862232280511607,S.M. Jakir Hossain,2431,0.058161387867533776
462669013928631,Jacky Rosen for Nevada,3464,0.3144712840903824
172163532867364,Senator Doug Black,3308,0.47653871926219515
231155033564493,P.K. Abdu Rabb,4696,0.4012235132778451
139039096175032,Pancho Domínguez,5609,0.27479733406916107
453712378047587,Michael Hofmann MdL,2043,0.6056378205634313
170967903096207,André de Paula,3591,0.22465000137451407
318854008139349,David Christopherson,5106,0.27890310734385715
563753786980536,Kathrin Vogler,2631,0.5028913923743498
215890091811957,Chris Fearne,1658,0.7030229585556155
449211941872123,Laerte Bessa,4540,0.0785690350318633
125588077571256,Karen Buck,5025,0.7469517042150291
195454263800226,Julie Anne Genter MP,2292,0.07530762705042993
194123260626794,Pierfrancesco Majorino,344,0.9047449997336351
134513599913154,Enrique Alfaro Ramírez,1291,0.9543235230464824
158888744130107,Hubert Aiwanger Freie Wähler Bundesvorsitzender,1007,0.8546482995404135
308836329263831,Mark Kirk,862,0.22688525061552034
932815056748552,"Rita Hagl-Kehl, MdB",2988,0.8565290204861371
510291985696801,Daniela Holzinger-Vogtenhuber,380,0.645472434306493
584201524953119,Laura Sandys,2994,0.31833352894889266
145437958954905,Simona Bonafè,4442,0.8702667776242204
642849045735037,Fernando Filho,4760,0.4933284786029334
207713419256322,Chungsen (CS) Leung,4542,0.11177017078412776
588499344612267,蘇治芬,4262,0.6054627759555372
422570007907692,Wolfgang Drexler,3582,0.11431596204101502
215741651123,Sylvain Pagé,4115,0.9979735493059075
551246314973765,Prof. Dr. Wolfgang Reinhart,1930,0.9057318174269541
1533467003584688,Marie-Pierre De la Gontrie,24,0.4982103975168187
612831408762037,David Cunliffe,2063,0.6145517173478677
521065204608834,Margarete Bause,5148,0.6622354302877478
218426534961941,Battal İlgezdi,1592,0.09518218807115997
1602977649945119,Jacques Gourde,4920,0.9507213183377288
1183869855052570,Prof.Dr.Joachim Schulze Görlitz,2357,0.41767711797211426
418591908199129,Leo de Brito,5665,0.8531458995752401
124002814371381,deputado federal Rodrigo de Castro,4545,0.9537069994025955
456335667806925,Dr. André Hahn,3114,0.23385782547939415
200969789971450,Dan Albas,1249,0.19424157023610378
400196063667286,Deniz Kurku - SPD,1647,0.4456072140860663
51865966089,Damien ABAD,3987,0.9240046931983578
136288523102962,Jessica Tan Soon Neo,1967,0.5420738149262915
350897378359976,Valdivino de Oliveira,4461,0.8648698766808823
687462478034029,School Director Shae Ashe,2428,0.17226746309812024
233849906653070,陳歐珀,4811,0.978303504113181
329262860438866,Bridget Phillipson,3707,0.6055841224220849
1518163425167380,Scott McConnell MLA: Member for Stuart,375,0.25193077164081723
457829930992678,Átila Lira,194,0.5050078355376023
155867351255313,Martin Foley MP,420,0.753981507750666
441153092884441,Senator Kimberley Kitching,1077,0.6752269648975676
480641715335370,Ralf Stegner,5212,0.07632142935194997
1475414669371697,Elmar Nascimento,1888,0.3989219416821187
100572766657394,John Glen MP,4250,0.26677322186536934
1453144394969087,Jean-Jacques Urvoas,2213,0.46359859526469815
1425725414386857,Michael Roth,2059,0.6110789263740816
134657143212726,Jeff Brandes,509,0.28187845935582245
1396459723941912,Christian Rabjerg Madsen,4836,0.43747564228229563
433042703535858,Prasad Panda,3662,0.45483609012511406
318818158227534,Ulrike Gote,2232,0.0544246998678839
369808499805109,Melanie Huml,547,0.04820039489537942
485369011572153,Max Schirmer,640,0.7055130754393049
342335225909318,د.مصطفى الكبيسي,3724,0.7745089791141003
200178983466771,Eduardo Campos,5491,0.1716881156673874
191739617570934,Cirilo Tirado,5198,0.9581297811107006
9840628750,Marko Liias,910,0.7044893971191554
508050335906893,Felipe Michlig,2802,0.05464819536693488
1584130918547858,Melanie Bernstein,73,0.15340849939089307
1163768790326569,"Dr. Götz Frömming, MdB",1305,0.6522746873584648
244967188956849,Bruno Araújo,310,0.051022362387326936
361551077349381,Chris Bittle M.P.,1087,0.1873598074166236
382118358091,Layla Moran,5005,0.9542561094958306
167781826574177,"David Anderson, Cypress Hills - Grasslands",3530,0.1934831418239642
599006006833629,Maureen Pugh MP,1978,0.9026603849655135
189391731098176,葉宜津,103,0.5929955432666313
204875396555166,Terry Healy MLA,1527,0.24156664900869573
268327718364,台灣阿童─童仲彥,644,0.598162763466855
305365232840389,Lone Loklindt,5126,0.26053325005882577
453192961424619,Lorna Johnson,5755,0.8875683688786102
425252150851024,Fábio Marcondes,2487,0.13813848231456505
1384867925069071,Iván Duque,3631,0.2685331658892335
372956032873062,محمد الغبان,2323,0.6426430282611968
40953617216,Véronique Hivon,1213,0.32719769656293474
207862082611972,Óscar Iván Zuluaga Oficial,1974,0.21157847902778493
90148244993,Patricia Bullrich,648,0.20237379066943928
753167254756565,David Evennett MP,1295,0.5616317376369385
361426427219353,Martha Tagle,634,0.8137305801746301
136817083076969,Artur Dunin - Biuro Poselskie,3775,0.7934942071781923
282533751850786,André Villeneuve,329,0.4555207201595848
686473408080091,"Kathy Webb, Little Rock City Director, Ward 3",4867,0.9210364433328511
404202492999528,MEP Justina Vitkauskaitė Bernard,2578,0.483962494817021
1435674296649243,Emmanuelle Cosse,280,0.5812187042289023
460143874089814,Peter Schiefke,1602,0.2552877741186781
1795142190712647,Julia Banks MP,3315,0.4226713484396565
184273968436825,Steven Blaney,1012,0.11482029287871731
132141523484024,Miroslav Kalousek,2854,0.7504249837186457
308776232652090,Richard Arkless for Dumfries & Galloway,616,0.7163257522966208
114607565236300,Miroslava Němcová,4843,0.3280277740624802
827021447354082,Edgar Chagwa Lungu,4028,0.970477038368512
337368156374937,Sebastian Hartmann - SPD,355,0.7035378087418517
708575259231844,Roberto Góes,293,0.15283106446052452
425788730806692,Pierre Moreau,810,0.7084192841297805
1385001921534931,Luise Amtsberg,4266,0.1440581763774087
256203941229187,Astrid Krag,2327,0.2801340411625398
53772921578,Malcolm Turnbull,1965,0.5582815078291833
286689658107688,Stephan Albani,5492,0.08849663031766175
1653699758248627,Ion ȘTEFAN,3839,0.5179362952783495
1800609010167596,Michael Gove,2179,0.00841358588302521
377875712247089,Thomas Kastrup-Larsen,241,0.30635100266378634
93711056469,Kai Gehring,2894,0.9305449714856198
21128206560,Marc Garneau,4120,0.8566499723593579
64681758178,Nicole Maisch,3606,0.6597979329642248
203088656460254,Deputado Federal Alexandre Leite,4906,0.16805330598858315
298005160352521,Jörg Leichtfried,4232,0.2859493192198027
231256850282149,Rubens Pereira Jr,2541,0.19996407598404353
1531017587146752,Susana Corella,2984,0.9394768533582337
609274972512443,Frank Baylis,1483,0.9854277208287998
467309936800270,Michael Chong,5264,0.12624816248425164
272413923137815,Stefan Rouenhoff,4129,0.31176222698851797
427137767353498,Clemente Castañeda,2056,0.7725748283792426
785934468125228,Andrew Atkinson,831,0.540059907436104
284699008252573,Ivonne Álvarez,2722,0.6170555989754773
551435991651334,Mims Davies,908,0.6465324497185957
387349071330101,Iain Lees-Galloway MP,5679,0.5771881125482836
152284468263590,Thomas Bareiß,2725,0.1483274771123998
116803935058999,Costa Constantinides,4881,0.8489392436549081
800041743487952,Shaun Leane MP,899,0.8460641609932039
1905921006342544,Jan Steffen,805,0.806100562943812
271075406319289,Alessandro Molon,672,0.5270500896360909
598944870133394,Florian Ritter,5117,0.19925715307758485
302167809820148,"Francois André, Député d'Ille-et-Vilaine",271,0.8184470551240517
742045879183330,Tenente Lúcio,1833,0.6805451151677323
107359223460,Francisco Cabrera,2908,0.41681884070772557
1544176299159896,משה כחלון,2280,0.4060108560712288
367006363463686,Chris Webb,2215,0.5180818927164511
61457331088,Dr. Helge Braun,5333,0.9590207435343509
155439457852149,Henrique Capriles Radonski,4226,0.54127675899308
455281287849603,Mark Dreyfus,4761,0.8475692744456246
180381489134,Chris Christie,1081,0.10195255487589583
255992651130388,Shahnawaz Hussain - शाहनवाज हुसैन,1726,0.6947548733264614
747581655288114,Mathias Cormann,426,0.7176497122406131
329784413742246,Hans Michelbach,4663,0.023156641524301302
1478307075722907,Nathan Barrett - Community Solutions,668,0.6265552684033614
173928532656310,Garnett Genuis,3023,0.33785396890380304
386740044676021,Carolina Monroy,2773,0.817622745060456
122032897960020,Tabib Michael Farrugia,1852,0.8450271586925119
137242332988342,Joel Fitzgibbon MP,169,0.6462769150198064
770135879667732,Congressman John Kline,3716,0.5641903994874025
281835005264380,Eric Swalwell,3073,0.5849563990919863
555628917805267,Janelle Saffin,3753,0.7949745872092124
332704160201136,Catherine Bearder MEP,2683,0.11817566667810975
68879022755,Joe Sweeney,5654,0.07782403218651834
127879353894732,Delegate Ariana Kelly,337,0.3148741276526261
1636440659937941,Ken McDonald,3458,0.7776675924001227
433529446712013,Ayman Odeh - أيمن عودة,770,0.3135743205469015
357968997676025,Diane Bellemare,5356,0.44165117532409404
173927656287650,王金平,5074,0.2297734394231168
217008181657329,Teresa Surita,2924,0.5482048703402714
164172890442630,Larry Maguire,541,0.8479863953751248
463475407058444,Martin Pakula,5446,0.4045781572966387
162828467491303,Bernd Althusmann,3799,0.09962273761118312
134735138166,Shashi Tharoor,626,0.42255320463946267
109332056137,Isabella Lövin,3364,0.604247287709376
360162814034907,Dr. Michael von Abercron,176,0.15670363878160853
481741618534957,Edmonde Supplice Beauzile,4188,0.8863752452391134
988722514510665,Lisa O'Malley MLA,3136,0.9530023981966159
324919824339577,Ruth Dyson,3828,0.08026979196952222
19854892688,Tom Udall,1369,0.5657837708289403
587411498073744,Paulo Pontes,5839,0.9377630909350602
120624774790466,Amanda Solloway,2845,0.26154552869453385
379973742136545,Karl McCartney,594,0.625849695804363
488020057942864,Diego Andrade,4964,0.03669648239724965
169115193111983,Senator Sarah Hanson-Young,5431,0.2029820941700784
184609361596971,Scott Peters,830,0.8483839570034007
573016509397396,Gian Mario Spacca,4147,0.8680734109730981
195832384126366,Cllr Karen Furlong,5793,0.5036900952444132
324660077589275,Jackie Trad,2334,0.8270375916180847
458835437554634,Uwe Kirschstein,3292,0.28379479224268556
751965871557286,James Aaron Ellul,3462,0.7533541211000522
929818230362144,Damien Moore MP,10,0.808303238753224
291380024325396,Brando Benifei,2463,0.44261919387944304
235085849849096,Jean-Marie Le Guen,5043,0.6684748190722617
21243036640,Scott Brison,178,0.17287537268525566
609336902555154,Senator Jane Hume,999,0.5995209762978758
389662761226174,Andrés González Díaz,718,0.7470108207028947
1045126222212052,Romina Plonsker,4988,0.9892865568717816
1655614081323749,Carlos Paparoni,3845,0.08008381526807984
355565337903738,Dagmar Ziegler MdB,113,0.3932131238753348
350858991459,Christine Antorini,4048,0.16074082506517107
1421410201407090,Mary Mitchell O'Connor TD,662,0.836555805107108
272460762896374,Reinhold Lopatka,4078,0.01966870679246524
606024792836981,Kirsty Blackman MP,538,0.018329225078667633
879078268822395,劉世芳-高雄芳城市,4606,0.050794873258415474
364551790278835,Mamata Banerjee,2630,0.6737980119120567
105602692981191,Damián Zepeda Vidales,1535,0.08471210101006144
358951317539562,Katherine Clark,520,0.02187418235525651
775663779243853,Lucia Borgonzoni,4798,0.5422941272155997
205663176289275,Dr. Klaus-Peter Schulze,4995,0.17429721088684502
432251040227428,Nathaniel Erskine-Smith,4474,0.18896485116062067
144178562335775,Betinho Gomes,192,0.7405044334225993
428242344175202,Ingo Schäfer - SPD,4756,0.29776683310197294
57497067718,Mette Frederiksen,1485,0.05241252599277613
798681053542019,Deputado Roberto Alves,2533,0.8989332106527573
309795039074935,Vassilis Kikilias,4203,0.9346063861457802
218176214871359,楊麗環,2091,0.8833260344224877
600540963315152,丁守中粉絲團,1334,0.15145353678121465
396626607095420,Magda Mofatto,2903,0.5021184252357201
1425049301151339,Yvonne Gebauer,5109,0.2729329610942943
